Timestamp,Kelompok_Usia,Jenis_Pekerjaan,Pernah_Pakai_QRIS,Alasan_Menggunakan,Metode_pembayaran,Tingkat_Efisiensi_QRIS,Kendala_Qris,Metode_Bayar_PBB,Saran_Meningkatkan_Adopsi_QRIS
2025/03/10 7:54:26 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Melalui-QRIS-atau-virtual-account,Lebih banyak edukasi sosial serta banyaknya tempat yang tersedia Qris
2025/03/10 7:54:55 am GMT+7,Generasi Y,PNS,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Promosi yg besar-besaran terkait ketersediaan QRIS
2025/03/10 7:55:27 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Other,3,Other,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,perbanyak tempat untuk menggunakan qris
2025/03/10 7:55:56 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Terbuka akan perubahan zaman
2025/03/10 7:57:18 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,penyuluhan dan penyediaan fasilitas pendukung yang masif serta peningkatan keamanan bagi penjual dan pembeli agar dapat meningkatkan pengguna qrish
2025/03/10 7:57:43 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"Pendapat saya, pentingnya edukasi kepada merchant, terutama umkm akan sangat membantu meningkatkan jumlah pengguna pembayaran digital. Karena kebanyakan merchant atau umkm tidak memiliki pemahaman yang kuat dan mendasar terkait penggunaan pembayaran digital."
2025/03/10 7:58:43 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,harus mempunyai mbanking dan edukasi terutama ke orang tua tentang cara penggunaannya
2025/03/10 7:59:14 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,di terapkannya di setiap tempat memiliki QRIS dan mendedikasi masyarakat untuk melakukan transaksi dengan mudah dan cepat dengan QRIS
2025/03/10 8:01:10 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Edukasi mengenai kemudahan, keamanan yang lebih luas terutama pada generasi yang sudah lebih tua mengenai penggunaan QRIS (di beberapa kasus yang saya tau mereka mempunyai virtual bank namun tidak tau cara menggunakan qris)"
2025/03/10 8:02:03 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"dengan memberikan edukasi bahwa pembayaran melalui qris sangat membantu jika pribadi tidak memiliki cash dan jg menjelaskan kelebihan"" menggunakan qris"
2025/03/10 8:02:15 am GMT+7,Generasi Y,Pegawai-Swasta,Ya,Other,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Semakin banyak tempat usaha yang mulai menyediakan qris untuk metode pembayaran
2025/03/10 8:02:18 am GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)","di tempat pembelian, penjual diarahkan untuk melakukan pembayaran secara cashless"
2025/03/10 8:02:43 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Dengan cara edukasi kepada mahasiswa atau pun masyarakat tentang bagaimana mudah dan praktis nya qris sebagai model transaksi yang baru. Tentunya tidak hanya memberikan kelebihan tapi juga tantangan kedepannya agar mahasiswa tetap waspada terhadap data pribadi nya.
2025/03/10 8:03:18 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Melalui-QRIS-atau-virtual-account,dengan mengurangi biaya admin dan memberi promo khusus untuk pembayaran QRIS
2025/03/10 8:04:36 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Khawatir-keamanan,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Mensosialisasikan dan tidak memungut pajak penggunaan qris.
2025/03/10 8:04:37 am GMT+7,Generasi Y,Pegawai-Swasta,Ya,Praktis-Cepat,Tunai,3,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Sebenernya QRIS itu praktis, tapi saya masih sering pakai tunai atau kartu karena nggak semua tempat nerima QRIS, apalagi kalau sinyal jelek. Kadang juga ada biaya tambahan atau minimal transaksi, jadi agak ribet. Tapi kalau tempatnya udah cashless semua atau ada promo cashback, saya pasti lebih milih QRIS karena lebih simpel dan cepat.

"
2025/03/10 8:04:44 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,-
2025/03/10 8:05:17 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Edukasi masyarakat tentang qris dan permudah UMKM dalam pendaftaran penggunaan
2025/03/10 8:06:21 am GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Sekarang era digital, kebanyakan sdh memakai qris"
2025/03/10 8:07:15 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,melakukan sosialisasi edukasi
2025/03/10 8:08:45 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Biaya admin dikurangi
2025/03/10 8:09:48 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",dengan meningkatkan pengetahuan kepada penjual terlebih penjual kaki lima
2025/03/10 8:10:23 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"dengan memperluas penggunaan qris di berbagai sektor, contohnya di toko-toko keci atau tranportasi umum"
2025/03/10 8:11:23 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Other,4,Kurang-edukasi,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)","Dari memperkenalkan ke masyarakat, dan pemberlakuan secara langsung penggunaan mobile banking maupun e-wallet supaya dapat digunakannya QRIS"
2025/03/10 8:13:48 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Mensosialisasikan kemudahan penggunaan QRIS, cara mengatasi kendalanya, dan potensi keuntungan yang didapat. Serta memfasilitasi merchant"
2025/03/10 8:14:58 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Sosialisasi kepada masyarakat yang belum mengenal pembayaran digital
2025/03/10 8:21:58 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"Diperlukannya promosi dan edukasi di kalangan masyarakat mengenai manfaat dan keuntungan menggunakan QRIS atau pembayaran digital. Pembayaran digital seperti QRIS membuat pembayaran lebih mudah dan praktis. Pembayaran lebih cepat, tanpa perlu membawa uang tunai."
2025/03/10 8:24:40 am GMT+7,Generasi Z,Informal,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)","Tidak ada,karena tunai lebih mudah dilakukan terutama untuk orang tua yang jarang menggunakan hp"
2025/03/10 8:28:11 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,penjual menerima pembayaran secara Q-ris atau pembayararan digital terutama umkm di kota kota kecil atau pedesaan
2025/03/10 8:29:28 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Penggunaan QRIS sebenarnya membutuhkan alat tambahan berupa mobile phone untuk bisa mengakses bank digital kita atau dompet digital. Jika ingin lebih banyak orang menggunakan QRIS maka semua orang harus setidaknya memiliki mobile phone yang berisi bank digital atau dompet digital.
2025/03/10 8:32:21 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Khawatir-keamanan,Saya-belum-pernah-membayar-pajak-daerah,Edukasi dan Jaminan keamanan yang lebih baik
2025/03/10 8:34:44 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Edukasi akan pentingnya digitalisasi dan keamanan data
2025/03/10 8:36:46 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,sosialisasi terhadap masyarakat
2025/03/10 8:40:53 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,lebih memperbanyak tempat yang menerima QRis
2025/03/10 8:50:19 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Memberitahu masyarakat bahwa dengan menggunakan QRIS masyarakat berbelanja tanpa harus membawa uang tunai
2025/03/10 8:58:23 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,QRIS,3,Tidak-semua-terima-QRIS,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",Edukasi dan informasi
2025/03/10 9:06:36 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Caranya dengan mengedukasi masyarakat penggunaan qris
2025/03/10 9:10:27 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Lebih banyak lagi sosialisasi terutama pada generasi tua
2025/03/10 9:23:15 am GMT+7,Generasi Z,Mahasiswa,Tidak,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,dengan mengenalkan metode pembayaran digital melalui webinar
2025/03/10 9:24:59 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Untuk meningkatkan penggunaan QRIS atau pembayaran digital, diperlukan edukasi yang masif tentang kemudahan dan keamanannya, serta insentif seperti cashback dan diskon bagi pengguna baru. Kerja sama dengan merchant untuk mempermudah adopsi dan menawarkan biaya transaksi yang ringan juga penting. Selain itu, perkuat keamanan sistem agar pengguna merasa aman, dan libatkan influencer untuk meningkatkan kesadaran publik."
2025/03/10 9:26:49 am GMT+7,Generasi X,IRT,Tidak,Tidak-ada-e-wallet,Tunai,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Edukasi masyarakat tentang penggunaan Qris, seperti pedagang di pasar agar mereka memiliki Qris mereka sendiri"
2025/03/10 9:31:42 am GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Mengadakan campaign terkait QRIS
2025/03/10 9:32:51 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Edukasinya harus lebih dikencangkan
2025/03/10 9:33:50 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",membuat edukasi untuk setiap kalangan
2025/03/10 9:34:46 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Transfer-bank,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Digitalisasi
2025/03/10 9:35:01 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,lebih banyak edukasi kepada khususnya pedagang kecil dan masyarakat tentang pembayaran digital
2025/03/10 9:36:01 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Memberikan edukasi kepada mereka yang belum menggunakan qris/pembayaran digital bahwasanya perkembangan teknologi yang sekarang agar mereka mempunyai pandangan untuk mengganti metode pembayarannya
2025/03/10 9:37:11 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",.
2025/03/10 9:38:43 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,Tunai,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Edukasi digitalisasi dan realisasinya di masyarakat
2025/03/10 9:53:39 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Semua penjual harus punya merchant qris
2025/03/10 10:00:17 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Peningkatan percepatan edukasi penggunaan QRIS, sehingga terjadi keseimbangan antara peningkatan pengguna dari sisi konsumen dan sisi merchant"
2025/03/10 10:06:45 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,diberikan edukasi tentang memakai pembayaran secara digital
2025/03/10 10:09:36 am GMT+7,Generasi Y,Wirausaha/UMKM,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Infrastruktur internet lebih dikuatkan
2025/03/10 10:11:04 am GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Lebih sering di kasih informasi yg lebih lengkap dan meng edukasi
2025/03/10 10:21:44 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Transfer-bank,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,perlu adanya sharing informasi atau sosialisasi gmn cara penggunaannya terlebih untuk masyarakat yang tidak melek teknologi
2025/03/10 10:25:30 am GMT+7,Generasi X,IRT,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Lebih ditingkatkan LG edukasi ttg manfaat serta kemudahan yg didapatkan terhadap penggunaan aplikasi Qris
2025/03/10 10:40:49 am GMT+7,Generasi Z,Mahasiswa,Tidak,Tidak-ada-e-wallet,Tunai,2,Khawatir-keamanan,Saya-belum-pernah-membayar-pajak-daerah,tidak tau
2025/03/10 10:53:34 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",tersedianya banyak merchant yang bisa menggunakan qris
2025/03/10 11:00:25 am GMT+7,Generasi Y,Wirausaha/UMKM,Ya,Praktis-Cepat,Transfer-bank,3,Khawatir-keamanan,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Menurut saya , lebih ditingkatkan keamanan dalam menggunakan metode transaksi"
2025/03/10 11:01:45 am GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,Transfer-bank,4,Khawatir-keamanan,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Untuk sekarang ini sudah cukup baik.
2025/03/10 11:02:32 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,meningkatkan jumlah merchant dan sosialisasi mengenai penggunaan qris
2025/03/10 11:06:53 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Perbanyak sosialisasi terhadap manfaat penggunaan QRIS
2025/03/10 11:13:56 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Pengadaan sosialisasi aktif yang dapat diakses dengan mudah terkait manfaat penggunaan QRIS
2025/03/10 11:21:52 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Khawatir-keamanan,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)","memberikan potongan harga atau cashback kepada pelanggan yang membayar dengan QRIS. 
Berikan diskon khusus kepada pelanggan yang membayar dengan QRIS"
2025/03/10 11:23:09 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","dengan menyarankan bahwa qris sangat mudah dan efektif daripada tunai, karena terkadang jika memakai tunai penjual tidak punya kembalian"
2025/03/10 11:23:54 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Dengan membuat toko toko hanya menerima pembayaran qris
2025/03/10 11:24:18 am GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",Memperbanyak sosialisasi penggunaan QRIS kepada para pelaku usaha dan umkm
2025/03/10 11:24:26 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Adanya informasi yg jelas sehingga banyak orang dapat mengetahui
2025/03/10 11:27:18 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Mengedukasi pengusaha dan penjual supaya akses qris bisa merata
2025/03/10 11:29:32 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,Kartu-debit/kredit,3,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,"Cara yg dapat kita lakukan Agar lebih banyak orang pakai QRIS, yaitu perlu adanya edukasi dan sosialisasi terus-menerus tentang manfaat QRIS, serta jaminan keamanan dalam bertransaksi."
2025/03/10 11:33:37 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Mungkin dapat di optimalkan digitalisasi terutama di daerah yang mungkin masih banyak orang yang belum mau menggunakan qris atau atm dalam melakukan transaksi
2025/03/10 11:35:48 am GMT+7,Generasi X,IRT,Ya,Praktis-Cepat,Tunai,4,Other,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Bs diadakan edukasi di tingkat rt
2025/03/10 11:39:42 am GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,Transfer-bank,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Semua tempat bisa menerima Qris
