Timestamp,Kelompok_Usia,Jenis_Pekerjaan,Pernah_Pakai_QRIS,Alasan_Menggunakan,Metode_pembayaran,Tingkat_Efisiensi_QRIS,Kendala_Qris,Metode_Bayar_PBB,Saran_Meningkatkan_Adopsi_QRIS
2025/03/10 11:40:37 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",menerapkan digital banking terhadap umkm sekitar dan menetapkan biaya 0% dalam pemakaiannya dan menerapkan sosialisasi pentingnya digital banking terhadap umkm
2025/03/10 11:41:04 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)","jangan buat minimal transaksi untuk pembayaran qris, diharapkan skrg semua tempat bisa pembelian qris"
2025/03/10 11:45:46 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,Mengedukasi atau mengiklankan seputar menggunakan qris
2025/03/10 11:51:07 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Agar lebih banyak orang menggunakan QRIS, perlu edukasi yang masif, promo menarik seperti cashback, memperluas jangkauan ke semua merchant, serta meningkatkan keamanan transaksi agar pengguna lebih percaya dan nyaman."
2025/03/10 11:53:10 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"memperbaiki kualitas internet di Indonesia, menyediakan layanan QRIS di banyak UMKM"
2025/03/10 11:58:56 am GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Ya,lebih banyak punya m banking dan kesediaan QRIS"
2025/03/10 12:10:11 pm GMT+7,Generasi Z,Mahasiswa,Ya,Keamanan,QRIS,4,Tidak-semua-terima-QRIS,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,"Di edukasi lewat iklan, sosialisasi"
2025/03/10 12:13:00 pm GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,Tunai,4,jaringan-kurang-stabil,"Melalui-minimarket-atau-kantor-pos-(Indomaret,-Alfamart,-Kantor-Pos)",Download MOBILE MBANKING
2025/03/10 12:34:32 pm GMT+7,Generasi X,Pegawai-Swasta,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,Sosialisasi yang massive jika teknology baru seperti QRIS. Dan jadikan QRIS sebagai pembayaran alternative bukan pembayaran utama.
2025/03/10 12:55:14 pm GMT+7,Generasi X,Wirausaha/UMKM,Ya,Praktis-Cepat,QRIS,4,Kurang-edukasi,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)","Sharig Knowledge, dg meng informasikan bahwa menggunakan qris bisa lebih simple dan efisien terutama terkait pengembalian uang dr transaksi,biasanya pedagang kesulitan di uang receh, jadi agak buang waktu utk cari recehan dulu"
2025/03/10 12:59:44 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,setiap tempat perbelanjaan menyediakan pembayaran digital maupun QRIS
2025/03/10 1:21:24 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,perlunya peningkatan kesadaran
2025/03/10 1:37:39 pm GMT+7,Generasi X,IRT,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Dengan menyediakan sarana qris di setiap transaksi pembayaran
2025/03/10 2:01:56 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"edukasi dan sosialisasi, bisa dengan membuat seminar secara offline atau online dengan target gen milenial keatas maupun upaya penyebaran informasi melalui media sosial seperti feeds instagram yang menarik maupun pencerdasan melalui konten tiktok"
2025/03/10 2:26:05 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",edukasi dan perluas literasi
2025/03/10 3:22:21 pm GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,Tunai,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Sediakan media nya untuk pembayaran melalui qris
2025/03/10 3:50:56 pm GMT+7,Generasi Z,Mahasiswa,Ya,Other,Tunai,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",-
2025/03/10 5:03:42 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Mengedukasi ke setiap lapisan generasi bahwa pelaksaanaan pembayaran menggunakan qris akan mengefisiensi waktu
2025/03/10 5:14:09 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,memberikan diskon dan cashback
2025/03/10 5:17:29 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,dengan melalui edukasi dan sosialisasi cara penggunaan qris
2025/03/10 5:22:37 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,perbanyak edukasi tengang kemudahan pembayaran digital
2025/03/10 5:34:11 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,melihat isu2 yang beredar bahawa data transaksi bisa di bobol mungkin perlu Keamanan dalam pembayaran qris harus lebih di tingkatkan lagi
2025/03/10 5:45:08 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Sediakan barcode di UMKM manapun bisa membantu meningkatkan efisiensi penambahan pengguna Qris
2025/03/10 7:39:36 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",memberikan promo/cashback untuk pembelian dengan nominal tertentu saat membayar dengan qris
2025/03/10 7:49:09 pm GMT+7,Generasi X,PNS,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Internet cepat tapi murah
2025/03/10 8:32:53 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-QRIS-atau-virtual-account,edukasi
2025/03/10 8:48:41 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,Dengan lebih mempermudah pembayaran dari QRIS dan semua tempat harus menggunakannya.
2025/03/10 10:06:23 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Transfer-bank,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,ya
2025/03/11 3:49:19 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",-
2025/03/11 4:21:44 am GMT+7,Generasi Y,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",harus memiliki hp dan punya aplikasi mendukung pembayaran menggunakan QRIS
2025/03/11 8:06:52 am GMT+7,Generasi Z,Mahasiswa,Ya,Masalah-teknis,Tunai,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,Menurut saya dengan lebih memperkenalkan dan mengajarkan sistem pembayaran digital ke seluruh jangkauan yang sebelumnya belum pernah dijangkau.
2025/03/11 8:22:53 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Supaya lebih banyak orang pakai QRIS atau pembayaran digital, caranya bisa dimulai dari bikin prosesnya gampang dan jelas. Misalnya, edukasi lewat media sosial atau video singkat biar orang tahu gimana cara pakainya. Terus, kasih promo atau diskon khusus buat yang bayar pakai QRIS, pasti makin banyak yang tertarik. Pedagang juga perlu diajak kerja sama, jadi hampir semua tempat nerima QRIS. Intinya, bikin simpel, kasih keuntungan, dan sering kasih info biar makin banyak yang terbiasa."
2025/03/11 8:28:02 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Seminar pada umkm untuk mengedukasi tentang qris
2025/03/11 8:51:00 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"menurut saya perlu adanya sosialisasi terkait keamanan dan fleksibilitas dari QRIS, karena dalam lingkungan sekitar saya, saya hanya melihat gen z yang lebih dominan dalam penggunaan QRIS"
2025/03/11 9:36:54 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,"Mengintegrasikan akses publik dengan qris, sehingga masyarakat bergantung terhadap qris dan lama kelamaan akan terbiasa nyaman menggunakan qris daripada metode pembayaran lainnya"
2025/03/11 9:39:49 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Menurut saya agar banyak orang menggunakan QRIS, mungkin mereka harus diberitahu plus dan minus menggunakan QRIS atau pembayaran digital. Seperti lebuh mudah kemudian bisa mendapat bonus dsb. Sedangkan untuk minusnya adalah karena terkendala sinyal"
2025/03/11 9:40:48 am GMT+7,Generasi Z,Siswa,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,tidak taw
2025/03/11 9:44:42 am GMT+7,Generasi X,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Melalui-QRIS-atau-virtual-account,Memberbanyak tempat yang bisa menerima pembayaran QRIS
2025/03/11 11:30:22 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Mengajak penjual sekitar untuk menggunakan QRIS agar bisa menarik pelanggan yang cashless
2025/03/11 11:26:13 pm GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",buat agar lebih banyak merchant menerima QRIS atau pembayaran digital
2025/03/12 7:35:36 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Ketersediaan jaringan internet yang memadai
2025/03/12 7:36:21 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,dengan diadakannya sosialisasi tentang efisiensi penggunaan qris
2025/03/12 7:36:48 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,jaringan-kurang-stabil,Saya-belum-pernah-membayar-pajak-daerah,"Agar lebih banyak orang menggunakan QRIS atau pembayaran digital, mungkin diperlukan pendekatan yang mencakup edukasi, kemudahan penggunaan, insentif, dan kepercayaan masyarakat terhadap pembayaran digital."
2025/03/12 7:37:09 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Tingkatkan edukasi, perluas infrastruktur, beri insentif seperti cashback, dan perkuat keamanan transaksi."
2025/03/12 7:37:41 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Dengan memberikan informasi yg lebih luas lagi pada masyarakat, agar smua masyarakat dapat mengenal qris Dengan baik"
2025/03/12 7:37:57 am GMT+7,Generasi X,PNS,Ya,Masalah-teknis,Transfer-bank,3,Tidak-semua-terima-QRIS,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,Mulai membuat qris
2025/03/12 7:38:00 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",Memberikan diskon/cashback untuk penggunaan qris
2025/03/12 7:39:27 am GMT+7,Generasi Z,Mahasiswa,Tidak,Masalah-teknis,Transfer-bank,3,Khawatir-keamanan,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,Memberikan kampanye
2025/03/12 7:42:07 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,4,Kurang-edukasi,Saya-belum-pernah-membayar-pajak-daerah,mengenalkan secara sederhana kegunaan penggunaan pembayaran digital tsb
2025/03/12 7:42:42 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,meningkatkan penggunaan qr di kalangan penjual sehingga akses qr menjadi lebih luas
2025/03/12 7:45:30 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,Dengann memberikan pemahaman baru terkait efisien dan cepatnya pembayaran melalui Qris
2025/03/12 7:46:46 am GMT+7,Generasi Z,Mahasiswa,Ya,Merchant-Menerima,Tunai,4,Tidak-semua-terima-QRIS,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,Melalui edukasi atau sosialisasi mengenai kemudahan bertransaksi melalui qris atau pembayaran digital. Atau bisa juga dengan memperluas merchant yang menerima pembayaran digital
2025/03/12 7:51:57 am GMT+7,Generasi Z,IRT,Ya,Praktis-Cepat,Tunai,4,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Edukasi ke masyarakat secara garis besar bahwa penggunaan qris untuk pembayaran lebih aman. dan selain itu penggunaannya juga praktis, mudah dan cepat."
2025/03/12 7:53:18 am GMT+7,Generasi Z,Mahasiswa,Ya,Other,Tunai,4,Other,Saya-belum-pernah-membayar-pajak-daerah,orangnya harus punya ewallet/atm mobilenya dulu alias punya uangnya. kl masih manual dlm bentuk tabungan dan kartu atm belum bisa
2025/03/12 8:00:23 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,3,Tidak-semua-terima-QRIS,Melalui-QRIS-atau-virtual-account,lebih banyak umkm atau tempat bisnis yang menyediakan barcode
2025/03/12 8:07:33 am GMT+7,Generasi Z,Siswa,Ya,Merchant-Menerima,QRIS,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Menurut saya pribadi, agar lebih banyak orang pakai QRIS atau pembayaran digital, ada beberapa hal yang perlu diperhatikan. Pertama, kita harus pastikan infrastruktur internet dan jaringan di semua daerah, terutama di daerah terpencil, itu stabil. Kalau jaringan tidak stabil, orang akan kesulitan ketika mau pakai pembayaran digital.

Kedua, penting juga untuk mengatasi masalah keamanan. Banyak orang yang masih ragu karena takut datanya disalahgunakan atau ada penipuan. Jadi, platform pembayaran digital harus lebih transparan dalam soal keamanan dan memberi edukasi yang jelas tentang cara melindungi data pribadi.

Selain itu, kita juga perlu memastikan kalau pembayaran digital ini bisa diterima di semua tempat, nggak cuma di toko-toko besar atau di kota besar. Kalau orang merasa pembayaran digital ini nggak bisa dipakai di banyak tempat, mereka bakal mikir dua kali.

Yang terakhir, menurut saya perlu ada regulasi yang jelas dan proteksi hukum untuk para penggunanya, supaya tidak ada yang dirugikan. Kalau semua hal ini diatasi, kemungkinan besar orang lebih percaya dan makin banyak yang mau pakai QRIS atau pembayaran digital."
2025/03/12 8:10:52 am GMT+7,Generasi X,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Dgn mengedukasi masyarakat bahwa membawa uang tunai saat ini sangat riskan aksi kejahatan dan dgn menggunakan QRIS lebih effisien dan praktis.
2025/03/12 8:15:17 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Tunai,3,Tidak-semua-terima-QRIS,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)","Menyediakan informasi yang jelas mengenai cara melindungi data pribadi dan transaksi dapat meningkatkan rasa percaya diri pengguna terhadap sistem ini, juga memberikan potongan harga untuk khusus pengguna QRIS atau pembayaran digital."
2025/03/12 8:47:57 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,Other,3,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"dengan memberikan edukasi kelebihan dan kekurangan dari sistem pembayaran qris atau pembayaran digital, dengan begitu mungkin saja seseorang tertarik untuk menggunakan sistem pembayaran tersebut"
2025/03/12 9:02:20 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"Agar lebih banyak orang menggunakan QRIS atau pembayaran digital, perlu ada edukasi yang mudah dipahami tentang kepraktisan dan keamanannya, lalu peningkatan akses dan kenyamanan pengguna di berbagai tempat juga penting agar orang merasa lebih terbiasa dan percaya dengan sistemnya."
2025/03/12 9:19:01 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",memberikan cashback bagi pengguna qris
2025/03/12 9:24:40 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,"cukup sulit utk lebih lebih banyak orang menggunakan QRIS terutama generasi X atau boomers, karena dimana mereka itu cenderung lebih nyaman dengan transaksi tunai atau kartu dan sepengetahuan saya mereka memliki kesulitan dalam menggunakan gadget apalagi untuk transaksi dimna mereka dengan usianya wajar kalau lupa dengan caranya, atau kesulitan juga untuk memahami. Mungkin dengan permasalahan itu bisa menerapkan strategi seperti : edukasi sosialisasi, dukungan dari sekitar, dll"
2025/03/12 9:25:02 am GMT+7,Generasi Y,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Memberikan edukasi ke orang banyak tentang keamanan menggunakan Qris
2025/03/12 9:25:30 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Khawatir-keamanan,"Melalui-bank-(ATM,-teller,-mobile-banking,-internet-banking)",dengan menjelaskan berbagai keuntungan jika menggunakan qris dengan begitu orang akan tertarik untuk mencobanya
2025/03/12 9:58:21 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,mendorong lebih banyak orang untuk menggunakan qris dengan cara edukasi dan sosialisi
2025/03/12 10:35:17 am GMT+7,Generasi Z,Mahasiswa,Ya,Praktis-Cepat,QRIS,4,Tidak-semua-terima-QRIS,Saya-belum-pernah-membayar-pajak-daerah,Peningkatan Literasi Digital
2025/03/12 1:36:56 pm GMT+7,Generasi Z,Mahasiswa,Tidak,Tidak-ada-e-wallet,Tunai,4,jaringan-kurang-stabil,Melalui-kantor-pajak-daerah-atau-unit-pelayanan-pajak-setempat,Dapat melalui sosialisasi yang edukatif atau pembuatan campaign yang menarik di sosial media
2025/03/12 5:40:16 pm GMT+7,Generasi Z,Pegawai-Swasta,Ya,Praktis-Cepat,QRIS,4,jaringan-kurang-stabil,"Melalui-marketplace-atau-dompet-digital-(Tokopedia,-Shopee,-Gopay,-OVO,-dll.)",Pentingnya memberikan pemahaman kepada masyarakat manfaat menggunakan qris
2025/03/13 6:07:59 am GMT+7,Generasi X,Other,Ya,Praktis-Cepat,Kartu-debit/kredit,4,Tidak-semua-terima-QRIS,Melalui-aplikasi-atau-website-resmi-pemerintah-daerah,Literasi dan edukasi
